mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,members,director,producer
4744,Akaneiro ni Somaru Saka,6.47,"Harem, Comedy, Romance, Ecchi, School",Akane Iro ni Somaru Saka,あかね色に染まる坂,TV,12,"Oct 3, 2008 to Dec 19, 2008",Fall 2008,"Marvelous, feng, Delfi Sound, Pony Canyon Enterprise",Sentai Filmworks,TNK,Visual novel,25 min. per ep.,R+ - Mild Nudity,6051.0,133249,Keitarō Motonaga,UesamaKatsumi KoikeMakoto ItōMasanori GotōTetsuko Kotani
4782,Mama wa Poyopoyo Saurus ga Osuki,6.57,"Comedy, Kids, Slice of Life",Mama Loves the Poyopoyo-Saurus,ママはぽよぽよザウルスがお好き,TV,52,"Sep 2, 1995 to Aug 31, 1996",Fall 1995,Unknown,Unknown,Nippon Animation,Manga,23 min. per ep.,G - All Ages,5544.0,592,Takayoshi Suzuki,
4807,Mashin Eiyuuden Wataru 2,6.78,"Adventure, Comedy, Mecha",Spirit Hero Wataru 2,魔神英雄伝ワタル2,TV,46,"Mar 9, 1990 to Mar 8, 1991",Spring 1990,Unknown,Unknown,Sunrise,Unknown,24 min. per ep.,G - All Ages,4537.0,956,Hiroshi Kōjina,Takayuki YoshiiYuko SagawaHibiki Ito
4808,Hurricane Polymar,6.54,"Action, Sci-Fi, Adventure, Police, Super Power",Hurricane Polymar,破裏拳ポリマー,TV,26,"Oct 4, 1974 to Mar 8, 1975",Fall 1974,Unknown,Unknown,Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,5674.0,1759,Akiyuki Shinbo,Ippei KuriHirotoshi OguraKazuo Kogura
4811,Ichigo Mashimaro Encore,7.7,"Comedy, Slice of Life",Strawberry Marshmallow Encore,苺ましまろencore,OVA,2,"Jan 23, 2009 to Mar 25, 2009",Unknown,Unknown,Sentai Filmworks,Daume,4-koma manga,27 min. per ep.,PG-13 - Teens 13 or older,1036.0,17952,Takuya Satō,
4813,Lolita Anime,5.2,Hentai,Lolita Anime,ロリータアニメ,OVA,6,"Feb 21, 1984 to May 25, 1985",Unknown,Wonder Kids,Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,Unknown,2345,"Toshiro Kuni, Tsuneyuki Miyamoto",Hidetaka Takagi
4823,Youkai Ningen Bem (2006),5.87,"Horror, Demons, Supernatural",Humanoid Monster Bem,妖怪人間ベム,TV,26,"Jan 4, 2006 to Jul 10, 2006",Winter 2006,"Sony Pictures Entertainment, Avex Entertainment, Nihon Ad Systems",Unknown,Studio Comet,Unknown,25 min. per ep.,PG-13 - Teens 13 or older,8631.0,2379,Tsutomu Hanabusa,Hidehiro Kawano
4876,Hashire Melos (Movie),6.89,"Action, Adventure, Historical",Run Melos!,走れメロス,Movie,1,"Jun 25, 1992",Unknown,Toei Video,Unknown,Visual 80,Novel,1 hr. 50 min.,PG-13 - Teens 13 or older,4092.0,4751,Masaaki Osumi,
4898,Kuroshitsuji,7.75,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",Black Butler,黒執事,TV,24,"Oct 3, 2008 to Mar 27, 2009",Fall 2008,"Aniplex, Square Enix, Yomiko Advertising, Mainichi Broadcasting System, Movic, Trinity Sound","Funimation, Aniplex of America",A-1 Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),924.0,875100,Kenjirou Okada,Yasutaka KimuraKozue KaneniwaRyū HashimotoShinobu SatōAyako YokoyamaKatsunori KuboHirotsugu Ogisu
4936,Ninja Hattori-kun,6.81,"Slice of Life, Comedy, Martial Arts, Shounen",Ninja Hattori-kun,忍者ハットリくん,TV,694,"Sep 28, 1981 to Dec 25, 1987",Fall 1981,Unknown,Unknown,Shin-Ei Animation,Manga,10 min. per ep.,G - All Ages,4382.0,6613,Tetsuo Yasumi,Suprita PatilTakahiro KishimotoSatoshi KaishōKei MizutaniMotomichi Araki
4940,Sabaku no Kaizoku! Captain Kuppa,Unknown,"Action, Adventure",Captain Kuppa,砂漠の海賊！ キャプテンクッパ,TV,26,"Aug 13, 2001 to Feb 11, 2002",Summer 2001,"Bee Train, NHK, Sogo Vision",Unknown,Unknown,Manga,25 min. per ep.,G - All Ages,11773.0,403,Kōichi Mashimo,Ken Suekawa
4981,Casshern Sins,7.53,"Action, Adventure, Drama, Psychological, Sci-Fi",Casshern Sins,キャシャーン SINS,TV,24,"Oct 2, 2008 to Mar 16, 2009",Fall 2008,"Showgate, USEN",Funimation,"Madhouse, Tatsunoko Production",Other,24 min. per ep.,R - 17+ (violence & profanity),1486.0,130742,Shigeyasu Yamauchi,Hiroyuki OomoriYasuhiro Kamima
4999,Asu no Yoichi!,6.78,"Harem, Comedy, Romance, Ecchi, Martial Arts, Shounen",Samurai Harem,明日のよいち！,TV,12,"Jan 9, 2009 to Mar 27, 2009",Winter 2009,"Lantis, TBS, Movic",Sentai Filmworks,AIC,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4512.0,175294,Rion Kujo,
5020,Zettai Shougeki: Platonic Heart,4.66,"Action, Ecchi, Martial Arts",Master of Martial Hearts,絶対衝激～プラトニックハート～,OVA,5,"Oct 29, 2008 to Feb 25, 2009",Unknown,"Lantis, Studio Kikan",Funimation,Arms,Manga,30 min. per ep.,R+ - Mild Nudity,10848.0,14748,Yoshitaka Fujimoto,Hidemasa TasakaKeiji KusanoToshio Iizuka
5022,Toushi Gordian,6.26,"Action, Mecha, Sci-Fi",Gordian Warrior,闘士ゴーディアン,TV,73,"Oct 7, 1979 to Feb 22, 1981",Fall 1979,Yomiko Advertising,Unknown,Tatsunoko Production,Original,25 min. per ep.,G - All Ages,7092.0,718,Masamune OchiaiKunihiko Okazaki,Masatsugu NagaiTomoyuki Miyata
5027,Stitch!,6.04,"Adventure, Comedy, Kids",Stitch!,スティッチ！,TV,25,"Oct 8, 2008 to Mar 25, 2009",Fall 2008,Walt Disney Studios,Unknown,Madhouse,Other,25 min. per ep.,PG - Children,8065.0,4733,Tetsuo Yasumi,Satoshi KuboYoshiie AyugaiMatsuhisa Tomoharu
5030,Maria†Holic,7.05,"Comedy, Parody, School, Shoujo Ai",Maria†Holic,まりあ†ほりっく,TV,12,"Jan 4, 2009 to Mar 22, 2009",Winter 2009,"Frontier Works, Genco, Media Factory, AT-X, Omnibus Japan",Sentai Filmworks,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3472.0,148265,Akiyuki Shinbo (Chief)Tomokazu Tokoro,Hiromasa Minami (AT-X)Ryūtarō Kawakami (Egg Firm)Osamu Hosokawa (Hakuhodo DY)Sachi Kawamoto (Media Factory)Takashi Hijikata (Kadokawa)
5040,One Outs,8.35,"Sports, Psychological, Seinen",One Outs,ワンナウツ,TV,25,"Oct 8, 2008 to Apr 1, 2009",Fall 2008,"VAP, Nippon Television Network",Unknown,Madhouse,Manga,23 min. per ep.,PG-13 - Teens 13 or older,180.0,182471,Yuzo Sato,Toshio NakataniManabu Tamura
5052,Eightman,5.91,"Action, Mecha, Drama, Sci-Fi",8 Man,エイトマン,TV,56,"Nov 7, 1963 to Dec 24, 1964",Fall 1963,Unknown,Unknown,Nippon Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,8510.0,1300,Yoriyasu Kogawa,Koji HondaNorihisa AbeShinji Komori
5060,Hetalia Axis Powers,7.39,"Comedy, Historical, Parody",Hetalia Axis Powers,ヘタリア Axis Powers,ONA,52,"Jan 24, 2009 to Mar 5, 2010",Unknown,"Frontier Works, DAX Production",Funimation,Studio Deen,Web manga,5 min. per ep.,PG-13 - Teens 13 or older,1949.0,221827,Hiroshi Watanabe,
5071,Croket!,6.89,"Action, Adventure, Comedy, Fantasy",Croket!,コロッケ！,TV,104,"Apr 7, 2003 to Mar 27, 2005",Spring 2003,"TV Tokyo, Shogakukan-Shueisha Productions",Unknown,OLM,Manga,20 min. per ep.,G - All Ages,4062.0,864,Naohito Takahashi,
5079,Kurokami The Animation,7.17,"Action, Super Power, Martial Arts, Seinen",Kurokami The Animation,黒神 The Animation,TV,23,"Jan 9, 2009 to Jun 19, 2009",Winter 2009,"Bandai Visual, TV Asahi, Square Enix","Bandai Entertainment, Sentai Filmworks, NYAV Post",Sunrise,Manga,23 min. per ep.,R - 17+ (violence & profanity),2918.0,106899,Tsuneo Kobayashi,Jun YukawaNoboru SugiyamaHiroyuki Satō
5081,Bakemonogatari,8.36,"Romance, Supernatural, Mystery, Vampire",Bakemonogatari,化物語,TV,15,"Jul 3, 2009 to Jun 25, 2010",Summer 2009,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,24 min. per ep.,R - 17+ (violence & profanity),174.0,1063666,Akiyuki Shinbo[i]Tomoyuki Itamura (#1–36)[j],Takuya MatsushitaAtsuhiro Iwakami (#1–36)Mitsutoshi Kubota (#1–36)Tatsuya Ishikawa (#37–42)Kazuki Sōmiya (#37–42)Tomoki Yunoguchi (#37–42)
5104,Andes Shounen Pepero no Bouken,6.62,Adventure,Adventures of Pepero the Andes Boy,アンデス少年ペペロの冒険,TV,26,"Oct 6, 1975 to Mar 29, 1976",Fall 1975,Wako Productions,Unknown,Unknown,Unknown,24 min. per ep.,PG - Children,5286.0,845,Kazuhiko Udagawa,
5112,Akikan!,6.18,"Comedy, Ecchi, Fantasy, Romance",Akikan!,アキカン!,TV,12,"Jan 4, 2009 to Mar 29, 2009",Winter 2009,Half H.P Studio,Sentai Filmworks,Brain's Base,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7442.0,109315,Yūji Himaki,Makoto ŌyoshiMasashi TakatoriShinya Shinozaki
5118,Suzumiya Haruhi-chan no Yuuutsu,7.49,"Comedy, Parody",The Melancholy of Haruhi-chan Suzumiya,涼宮ハルヒちゃんの憂鬱,ONA,25,"Feb 14, 2009 to May 8, 2009",Unknown,Kadokawa Shoten,"Funimation, Bandai Entertainment",Kyoto Animation,4-koma manga,5 min. per ep.,PG-13 - Teens 13 or older,1596.0,90794,Yasuhiro Takemoto,Hideaki HattaAtushi Itou
5131,Groizer X,6.11,"Mecha, Sci-Fi",Gloizer X,グロイザーＸ,TV,36,"Jul 1, 1976 to Mar 31, 1977",Summer 1976,"Knack Productions, Dynamic Planning",Unknown,Unknown,Unknown,25 min. per ep.,G - All Ages,7772.0,683,Hiroshi Taisenji,Kiyoshi NishinoNorio Kondo
5141,Taishou Yakyuu Musume.,7.36,"Comedy, Historical, School, Seinen, Sports",Taisho Baseball Girls,大正野球娘。,TV,12,"Jul 3, 2009 to Sep 25, 2009",Summer 2009,"Lantis, TBS, Movic",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2086.0,17592,Takashi Ikehata,
5150,Hatsukoi Limited.,7.32,"Comedy, Romance, School, Shounen",Hatsukoi Limited,初恋限定。,TV,12,"Apr 12, 2009 to Jun 28, 2009",Spring 2009,Shueisha,Sentai Filmworks,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2243.0,82196,Yoshiki Yamakawa,
5237,Compiler Festa,5.4,"Action, Sci-Fi, Drama",Compiler 2,COMPILER FESTA,OVA,1,"Dec 21, 1995",Unknown,Studio Fantasia,ADV Films,Unknown,Unknown,50 min.,R+ - Mild Nudity,9932.0,885,Kiyoshi Murayama,
5262,Shugo Chara!! Doki,7.43,"Comedy, Magic, School, Shoujo",Shugo Chara!! Doki,しゅごキャラ！！どきっ,TV,51,"Oct 4, 2008 to Sep 25, 2009",Fall 2008,"TV Tokyo, Sotsu",Unknown,Satelight,Manga,24 min. per ep.,PG - Children,1801.0,87820,Kenji Yasuda (Chief)Tatsufumi Itō,Tomoko GujimaAya YoshinoNao YoshidaShinsaku HattaShinichi Nakamura
5292,Getter Robo Go,6.16,"Action, Adventure, Mecha, Military, Shounen",Getter Robo Go,ゲッターロボ號,TV,50,"Feb 11, 1991 to Jan 27, 1992",Winter 1991,Dynamic Planning,Unknown,Toei Animation,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,7538.0,1642,Hiroki Shibata,Chiyo OkazakiTatsuya Yoshida
5303,Xabungle Graffiti,Unknown,Mecha,Xabungle Graffiti,ザブングルグラフィティ,Movie,1,"Jul 9, 1983",Unknown,Unknown,Maiden Japan,Sunrise,Unknown,1 hr. 24 min.,PG-13 - Teens 13 or older,12885.0,607,Yoshiyuki Tomino,
5307,Sora wo Kakeru Shoujo,7.01,"Adventure, Comedy, Sci-Fi, Space",The Girl Who Leapt Through Space,宇宙をかける少女,TV,26,"Jan 6, 2009 to Jun 30, 2009",Winter 2009,Unknown,"Bandai Entertainment, Sentai Filmworks",Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,3592.0,22532,Masakazu Obara,Naotake Furusato
5341,Ookami to Koushinryou II,8.36,"Adventure, Historical, Romance, Fantasy",Spice and Wolf II,狼と香辛料II,TV,12,"Jul 9, 2009 to Sep 24, 2009",Summer 2009,"Imagin, flying DOG",Funimation,"Brain's Base, Marvy Jack",Light novel,24 min. per ep.,PG-13 - Teens 13 or older,175.0,395939,Takeo Takahashi (Chief)Hijiri Sanpei,Tatsuya IshiguroTomoko SuzukiNaomi TokudaMasanobu Arakawa (I)Yūichi Matsunaga (I)Tomohiro Fujita (II)
5440,Ougon Yuusha Goldran,6.82,"Action, Sci-Fi, Adventure, Fantasy, Mecha, Shounen",The Brave of Gold Goldran,黄金勇者ゴルドラン,TV,48,"Feb 4, 1995 to Jan 27, 1996",Winter 1995,"Studio Take Off, Nagoya Broadcasting Network",Unknown,Sunrise,Original,24 min. per ep.,G - All Ages,4361.0,1948,Shinji Takamatsu,
5454,Yoku Wakaru Gendai Mahou,6.46,"Comedy, Magic",Modern Magic Made Simple,よくわかる現代魔法,TV,12,"Jul 12, 2009 to Sep 27, 2009",Summer 2009,"Studio Jack, Shueisha",Sentai Filmworks,Nomad,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,6121.0,22648,Yasuhiro Kuroda,Tetsuro SatomiNobuhiro NakayamaKatsumi KoikeTakashi TakanoTsuneo Takechi
5476,Fushigi na Melmo,6.38,"Magic, Shoujo",Marvelous Melmo,ふしぎなメルモ,TV,26,"Oct 3, 1971 to Mar 26, 1972",Fall 1971,Mushi Production,Unknown,Tezuka Productions,Manga,24 min. per ep.,PG - Children,6507.0,1097,Tsunehito NagakiOsamu Tezuka,
5505,Viper's Creed,6.74,"Action, Military, Sci-Fi",Viper's Creed,ヴァイパーズ・クリード,TV,12,"Jan 6, 2009 to Mar 24, 2009",Winter 2009,Sony Pictures Entertainment,Unknown,"AIC Spirits, Digital Frontier",Original,23 min. per ep.,PG-13 - Teens 13 or older,4710.0,9178,Shinji Aramaki (Chief)Hiroyuki Kanbe,Tooru MiuraHidenori Ueki
5525,07-Ghost,7.24,"Action, Demons, Fantasy, Josei, Magic, Military",07-Ghost,セブンゴースト,TV,25,"Apr 7, 2009 to Sep 22, 2009",Spring 2009,Ichijinsha,Discotek Media,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2587.0,183988,Yoshihiro Takamoto,
5678,Kobato.,7.98,"Comedy, Drama, Romance, Fantasy",Kobato.,こばと。,TV,24,"Oct 6, 2009 to Mar 23, 2010",Fall 2009,"NHK, NHK-BS2",Sentai Filmworks,Madhouse,Manga,24 min. per ep.,PG-13 - Teens 13 or older,563.0,139776,Mitsuyuki Masuhara,
5680,K-On!,7.84,"Music, Slice of Life, Comedy, School",K-ON!,けいおん!,TV,13,"Apr 3, 2009 to Jun 26, 2009",Spring 2009,"Pony Canyon, TBS, Movic, Rakuonsha, Animation Do","Bandai Entertainment, Sentai Filmworks",Kyoto Animation,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,758.0,776322,Naoko Yamada,Naohiro TafuShinichi NakamuraYoko HattaYoshihisa Nakayama
5755,Aoki Ryuusei SPT Layzner OVA,6.78,"Action, Space, Mecha, Military, Sci-Fi, Shounen",Blue Comet SPT Layzner,蒼き流星SPTレイズナー,OVA,3,"Aug 21, 1986 to Oct 21, 1986",Unknown,Unknown,Unknown,Sunrise,Unknown,55 min. per ep.,PG-13 - Teens 13 or older,4511.0,1497,Ryōsuke Takahashi,Masuo UedaTakahiko Kimoto
5763,Uchuu Kuubo Blue Noah,6.56,"Action, Drama, Military, Sci-Fi, Space",Space Carrier Blue Noah,宇宙空母ブルーノア,TV,24,"Oct 13, 1979 to Mar 30, 1980",Fall 1979,Unknown,Unknown,Unknown,Original,26 min. per ep.,PG - Children,5597.0,1484,Kazunori Tanahashi,
5774,Seitokaichou ni Chuukoku,7.05,"Comedy, Drama, Romance, School, Yaoi","Hey, Class President!",生徒会長に忠告,OVA,2,"Nov 27, 2009 to Apr 30, 2010",Unknown,On-Lead,Unknown,PrimeTime,Manga,30 min. per ep.,R+ - Mild Nudity,Unknown,40775,Keiji Kawakubo,
5781,Isekai no Seikishi Monogatari,7.84,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",Tenchi Muyo! War on Geminar,異世界の聖機師物語,OVA,13,"May 22, 2009 to May 26, 2010",Unknown,"VAP, AIC",Funimation,"AIC Spirits, BeSTACK",Original,45 min. per ep.,R+ - Mild Nudity,756.0,158013,Koji Yoshikawa,Shoji Ohta Yasuo Ueda Yoshiyuki Matsuzaki
5862,Fumoon,5.95,Sci-Fi,Fumoon,フウムーン,Special,1,"Aug 31, 1980",Unknown,Tezuka Productions,Unknown,Unknown,Unknown,1 hr. 26 min.,PG-13 - Teens 13 or older,8392.0,844,Hisashi Sakaguchi,Takamasa MatsutaniToru HorikoshiTouru Komori
5902,Hyakujitsu no Bara,6.64,"Drama, Yaoi",Maiden Rose,百日の薔薇,OVA,2,"May 29, 2009 to Oct 23, 2009",Unknown,On-Lead,Unknown,PrimeTime,Manga,24 min. per ep.,R+ - Mild Nudity,Unknown,28911,Hidefumi Takagi,Yuuichi IshizuYuuki Morishita (1)
5907,Mujigen Hunter Fandora,5.58,"Adventure, Fantasy, Sci-Fi",Dream Dimension Hunter Fandora,夢次元ハンターファンドラ,OVA,3,"Sep 21, 1985 to Nov 21, 1986",Unknown,Dynamic Planning,Unknown,Kaname Productions,Unknown,40 min. per ep.,R - 17+ (violence & profanity),9487.0,1892,Kazuyuki Okaseko (OVA 1)Hiroshi Yoshida (OVA 2)Shigenori Kageyama (OVA 3),Hiromasa Shibazaki
5909,Seitokai no Ichizon,7.36,"Harem, Comedy, Parody, School",Student Council's Discretion,生徒会の一存,TV,12,"Oct 3, 2009 to Dec 19, 2009",Fall 2009,AMG MUSIC,Sentai Filmworks,Studio Deen,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2075.0,166937,Ken'ichi Imaizumi,
5918,Deimos no Hanayome: Ran no Kumikyoku,5.7,"Mystery, Horror, Demons, Psychological, Supernatural, Drama, Magic, Fantasy, Shoujo",Bride of Deimos,悪魔の花嫁 蘭の組曲,OVA,1,"Aug 31, 1988",Unknown,"Toei Video, Akita Shoten",Unknown,Madhouse,Manga,32 min.,R - 17+ (violence & profanity),9132.0,4052,Rintaro,
5924,Koushoku Ichidai Otoko,6.08,"Drama, Hentai, Historical, Psychological",The Sensualist,井原西鶴 好色一代男,OVA,1,"Jan 18, 1991",Unknown,Toho,Unknown,"Grouper Productions, Animation Staff Room",Unknown,55 min.,Rx - Hentai,Unknown,2982,Yukio Abe,
5940,Seiken no Blacksmith,6.74,"Action, Adventure, Fantasy",The Sacred Blacksmith,聖剣の刀鍛冶（ブラックスミス）,TV,12,"Oct 3, 2009 to Dec 19, 2009",Fall 2009,"Media Factory, AT-X, Earth Star Entertainment",Funimation,Manglobe,Light novel,24 min. per ep.,R+ - Mild Nudity,4725.0,148745,Masamitsu Hidaka,Hiromasa MinamiHiroshi KudoKazuya TakahashiMasazumi KatōShōji HirakoTakashi Kochiyama
5941,Cross Game,8.43,"Comedy, Drama, Romance, School, Shounen, Sports",Cross Game,クロスゲーム,TV,50,"Apr 5, 2009 to Mar 28, 2010",Spring 2009,"TV Tokyo, Shogakukan-Shueisha Productions",Unknown,SynergySP,Manga,23 min. per ep.,PG-13 - Teens 13 or older,136.0,100414,Osamu Sekita,Shunji Aoki (#1–13)Fukashi Azuma (#14–26)Shinnosuke Wada (#27–50)Naohiko Furuichi
5958,Sora no Otoshimono,7.36,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",Heaven's Lost Property,そらのおとしもの,TV,13,"Oct 5, 2009 to Dec 28, 2009",Fall 2009,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",Funimation,AIC ASTA,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2082.0,394109,Hisashi Saitō,Seiichi HachiyaTomoko SuzukiYoshikazu KumagaiTomomi Numata
5962,Metal Fight Beyblade,6.68,"Adventure, Comedy, Sports",Metal Fight Beyblade,メタルファイト ベイブレード,TV,51,"Apr 5, 2009 to Mar 28, 2010",Spring 2009,Unknown,Nelvana,"Tatsunoko Production, SynergySP, Seven",Manga,25 min. per ep.,PG - Children,5000.0,55471,Kunihisa Sugishima,Mamiko AokiYoshikazu Beniya
5984,Ristorante Paradiso,7.36,"Drama, Josei, Romance, Slice of Life",Ristorante Paradiso,リストランテパラディーゾ,TV,11,"Apr 9, 2009 to Jun 25, 2009",Spring 2009,"Fuji TV, Fujipacific Music, Sony PCL",Nozomi Entertainment,David Production,Manga,22 min. per ep.,PG-13 - Teens 13 or older,2051.0,37163,Mitsuko Kase,
6024,Chi's Sweet Home: Atarashii Ouchi,7.75,"Comedy, Kids, Slice of Life",Chi's New Address,チーズスイートホーム あたらしいおうち,TV,104,"Mar 30, 2009 to Sep 24, 2009",Spring 2009,Unknown,Discotek Media,Madhouse,Manga,3 min. per ep.,G - All Ages,922.0,24777,Kiminori Kusano,Kaori Kitamoto (chief)
6030,Needless,7.28,"Action, Sci-Fi, Comedy, Super Power, Ecchi, Seinen",Needless,ニードレス,TV,24,"Jul 3, 2009 to Dec 11, 2009",Summer 2009,"Avex Entertainment, Lantis",Sentai Filmworks,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),2439.0,126334,Masayuki Sakoi,Hiroshi KawamuraYukiko NinokataYuuka SakuraiHirotsugu Oogo
6067,Moeru! Oniisan,6.22,"Action, Adventure, Comedy",The Burning Wild Man,燃える！お兄さん,TV,24,"Mar 14, 1988 to Sep 19, 1988",Spring 1988,Toho,Unknown,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7268.0,885,Osamu Kobayashi,"
Toru Horikoshi (NTV)
Hideo Kawano (Toho)
Reiko Fukakusa (Studio Pierrot)
"
6069,Gregory Horror Show,6.61,"Mystery, Comedy, Horror, Demons, Supernatural",Gregory Horror Show,グレゴリーホラーショー,TV,25,"Oct, 1999 to Jun, 2001",Fall 1999,"VAP, TV Asahi",Unknown,Milky Cartoon,Original,2 min. per ep.,PG-13 - Teens 13 or older,5341.0,3114,Kazumi Minagawa,Yukio Kusumoto
6090,Hon Ran,5.07,"Action, Magic, Martial Arts",Crimson Wolf,紅狼[ホンラン],OVA,1,"Jul 7, 1993",Unknown,Shogakukan-Shueisha Productions,Unknown,Unknown,Unknown,59 min.,R+ - Mild Nudity,10510.0,1498,Shoichi Masuo,
6093,Anmitsu Hime,6.3,"Comedy, Historical, Shoujo",Princess Anmitsu,あんみつ姫,TV,51,"Oct 5, 1986 to Sep 27, 1987",Fall 1986,Fujipacific Music,Unknown,Studio Pierrot,Manga,24 min. per ep.,G - All Ages,6871.0,867,Masaki Nishiura,Sumi Asano
6129,Umi Monogatari: Anata ga Ite Kureta Koto,6.64,"Supernatural, Drama, Magic, Romance, Fantasy",Umi Monogatari,うみものがたり　～あなたがいてくれたコト～,TV,12,"Jun 25, 2009 to Sep 17, 2009",Summer 2009,Unknown,Nozomi Entertainment,Zexcs,Game,24 min. per ep.,PG-13 - Teens 13 or older,5210.0,23241,Yuu Kou Junichi Sato,
6164,Aoi Hana,7.16,"Romance, Shoujo Ai, Slice of Life",Sweet Blue Flowers,青い花,TV,11,"Jul 2, 2009 to Sep 10, 2009",Summer 2009,"Fuji TV, Fujipacific Music",Nozomi Entertainment,J.C.Staff,Manga,22 min. per ep.,PG-13 - Teens 13 or older,2927.0,78669,Ken'ichi Kasai,Toshiaki AsakaYūji MatsukuraKōji YamamotoAya Saitō
6166,Asobi ni Iku yo!,6.65,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Cat Planet Cuties,あそびにいくヨ!,TV,12,"Jul 11, 2010 to Sep 26, 2010",Summer 2010,"AIC, Lantis, Media Factory, Pony Canyon, Rakuonsha, AT-X, KlockWorx, Ryukyu Asahi Broadcasting",Funimation,AIC PLUS+,Light novel,24 min. per ep.,R+ - Mild Nudity,5140.0,162121,Yōichi Ueda,Akihiro KuritaJiyū ŌgiJun FukudaYōichi SekineYūichiro Takahata
6203,Sasameki Koto,7.09,"Comedy, Romance, School, Shoujo Ai",Whispered Words,ささめきこと,TV,13,"Oct 8, 2009 to Dec 31, 2009",Fall 2009,"Half H.P Studio, flying DOG",Unknown,AIC,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3232.0,58576,Eiji Suganuma,Shinobu YoshinumaTomoyoshi KoyamaShousei Ito
6205,Kämpfer,6.45,"Action, Comedy, Ecchi, Romance, School, Shoujo Ai, Super Power",Kämpfer,けんぷファー,TV,12,"Oct 2, 2009 to Dec 18, 2009",Fall 2009,"TBS, RAY",Sentai Filmworks,Nomad,Light novel,24 min. per ep.,R+ - Mild Nudity,6187.0,237051,Yasuhiro Kuroda,
6211,Tokyo Magnitude 8.0,8.06,Drama,Tokyo Magnitude 8.0,東京マグニチュード8.0,TV,11,"Jul 10, 2009 to Sep 18, 2009",Summer 2009,"Dentsu, Fuji TV, Toho, Asmik Ace, Sony Music Entertainment, Sakura Create",Maiden Japan,"Bones, Kinema Citrus",Original,22 min. per ep.,PG-13 - Teens 13 or older,462.0,237316,Masaki Tachibana,Noriko OzakiYūichirō Matsuya
6213,Toaru Kagaku no Railgun,7.72,"Action, Sci-Fi, Super Power",A Certain Scientific Railgun,とある科学の超電磁砲,TV,24,"Oct 3, 2009 to Mar 20, 2010",Fall 2009,"Geneon Universal Entertainment, Movic, AT-X, ASCII Media Works",Funimation,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,991.0,458949,Tatsuyuki Nagai,Kazuma MikiKozue KaneniwaKentarou HattoriYuuichirou ShijiMichihisa AbeNoritomo IsogaiSeihiro AsadaTakehiro Nakakura
6227,Lovedol: Lovely Idol OVA,6.15,"Comedy, Drama, Ecchi, Harem, Music",Lovedol ~Lovely Idol~,らぶドル 温泉ですか？,OVA,1,"Mar 28, 2007",Unknown,Unknown,Unknown,Unknown,Unknown,28 min.,PG-13 - Teens 13 or older,7573.0,1668,Keitaro Motonaga,
6311,Sarutobi Ecchan,6.04,"Comedy, Kids, Magic, School",Sarutobi Ecchan,さるとびエッちゃん,TV,26,"Oct 4, 1971 to Mar 27, 1972",Fall 1971,Unknown,Unknown,Toei Animation,Unknown,25 min. per ep.,PG - Children,8062.0,686,Yugo Serikawa,
6324,Omamori Himari,6.93,"Action, Harem, Comedy, Demons, Supernatural, Romance, Ecchi, Fantasy",Omamori Himari,おまもりひまり,TV,12,"Jan 7, 2010 to Mar 25, 2010",Winter 2010,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo",Funimation,Zexcs,Manga,24 min. per ep.,R+ - Mild Nudity,3896.0,201739,Shinji Ushiro,Seiichi HachiyaTomoko KawasakiTomoko SuzukiTsuneo TakechiYoshifumi KominatoYuka Harada
