mal_id,name,score,genres,english_name,japanese_name,type,episodes,aired,premiered,producers,licensors,studios,source,duration,rating,ranked,members,director,producer
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic",How Not to Summon a Demon Lord,異世界魔王と召喚少女の奴隷魔術,TV,12,"Jul 5, 2018 to Sep 20, 2018",Summer 2018,"Sotsu, Kodansha, Half H.P Studio, AT-X, KlockWorx, DIVE II Entertainment, 81 Produce, Tokyo MX, Avex Pictures, Q-Tec, Animatic, Eswood",Funimation,Ajia-Do,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3706.0,425943,Satoshi Kuwabara,Makoto FurukawaSouji MiyagiHideo MomotaYuuya YoshidaNobuhiko KurosuMasahiko ItouShouji Oosuga
37245,Gundam Build Divers,6.31,"Action, Sci-Fi, Mecha",Gundam Build Divers,ガンダムビルドダイバーズ,TV,25,"Apr 3, 2018 to Sep 25, 2018",Spring 2018,"TV Tokyo, Sotsu",Unknown,Sunrise,Original,24 min. per ep.,G - All Ages,6808.0,21005,Shinya Watada,
37258,Omae wa Mada Gunma wo Shiranai,5.23,"Comedy, School",You Don't Know Gunma Yet,お前はまだグンマを知らない,TV,12,"Apr 2, 2018 to Jun 18, 2018",Spring 2018,TOHO animation,Unknown,Asahi Production,Web manga,3 min. per ep.,PG-13 - Teens 13 or older,10269.0,12056,Mankyū,
37259,Hanebado!,6.93,"Seinen, Sports",Hanebado!,はねバド！,TV,13,"Jul 2, 2018 to Oct 1, 2018",Summer 2018,"Kodansha, AT-X, Ultra Super Pictures, TOHO animation, Q-Tec, Sammy, BS11, Contents Seed",Funimation,LIDENFILMS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3897.0,125469,Shinpei Ezaki,Tetsurō SatomiMakoto FurukawaNobutaka SakuraiShunsuke HosoiYōko BabaYūichi TadaShōta WataseBruce ChiouNaoto Kase
37311,Kemurikusa,5.85,"Action, Adventure, Sci-Fi",Kemurikusa,ケムリクサ,ONA,2,"May 1, 2011 to Mar 1, 2012",Unknown,Unknown,Unknown,Unknown,Original,14 min. per ep.,G - All Ages,8693.0,1484,Tatsuki,Fukuhara Yoshitada
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,7.24,"Action, Adventure, Comedy, Romance, Fantasy",Is It Wrong to Try to Pick Up Girls in a Dungeon? II,ダンジョンに出会いを求めるのは間違っているだろうかII,TV,12,"Jul 13, 2019 to Sep 28, 2019",Summer 2019,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2597.0,500644,Yoshiki Yamakawa (I)Hideki Tachibana (II–IV),Nobuhiro Nakayama (I)Seiji Miyazaki (I)Ryuutarou Kawakami (I–III)Tadayuki Akita (II–III)Yuuichirou Shiji (II–IV)Kazuki Uejima (IV)
37348,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,7.44,"Action, Adventure, Comedy, Fantasy, Romance",Is It Wrong to Try to Pick Up Girls in a Dungeon?:Arrow of the Orion,劇場版 ダンジョンに出会いを求めるのは間違っているだろうか -オリオンの矢-,Movie,1,"Feb 15, 2019",Unknown,"SoftBank Creative, Warner Bros. Pictures",Sentai Filmworks,J.C.Staff,Light novel,1 hr. 22 min.,PG-13 - Teens 13 or older,1763.0,137897,Yoshiki Yamakawa (I)Hideki Tachibana (II–IV),Nobuhiro Nakayama (I)Seiji Miyazaki (I)Ryuutarou Kawakami (I–III)Tadayuki Akita (II–III)Yuuichirou Shiji (II–IV)Kazuki Uejima (IV)
37349,Goblin Slayer,7.46,"Action, Adventure, Fantasy",Goblin Slayer,ゴブリンスレイヤー,TV,12,"Oct 7, 2018 to Dec 30, 2018",Fall 2018,"Sony Pictures Entertainment, Frontier Works, AT-X, SoftBank Creative, Bushiroad, Hakuhodo DY Music & Pictures, Good Smile Film, Artist Management Office",Funimation,White Fox,Light novel,23 min. per ep.,R - 17+ (violence & profanity),1694.0,706484,Takaharu Ozaki,Tsuyoshi AidaTadayuki AkitaSatoshi FukaoNoritomo IsogaiYūichi IzumiYōhei KikuchiMitsutoshi Ogura
37393,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.86,"Comedy, Fantasy",Didn't I Say to Make My Abilities Average in the Next Life?!,私、能力は平均値でって言ったよね!,TV,12,"Oct 7, 2019 to Dec 23, 2019",Fall 2019,"AT-X, Earth Star Entertainment, Avex Pictures, TV Aichi, ABC Animation, MAGNET",Unknown,Project No.9,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,4215.0,108903,Masahiko Ohta,
37426,Sarazanmai,7.54,"Action, Supernatural, Fantasy",Sarazanmai,さらざんまい,TV,11,"Apr 12, 2019 to Jun 21, 2019",Spring 2019,"Aniplex, Dentsu, Movic, Fuji TV, Gentosha Comics",Funimation,"MAPPA, Lapin Track",Original,22 min. per ep.,PG-13 - Teens 13 or older,1462.0,96624,Nobuyuki Takeuchi (chief)Kunihiko Ikuhara,Kenta SuzukiYuka Okayasu
37430,Tensei shitara Slime Datta Ken,8.07,"Fantasy, Shounen",That Time I Got Reincarnated as a Slime,転生したらスライムだった件,TV,24,"Oct 2, 2018 to Mar 19, 2019",Fall 2018,"Lantis, BS11, Bandai Namco Arts, Micro Magazine Publishing",Funimation,8bit,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,458.0,747190,Atsushi Nakayama,Yōhei ItōShigeto Sugimoto
37433,Wakaokami wa Shougakusei!,6.56,"Comedy, Slice of Life, Supernatural",Okko's Inn,若おかみは小学生！,TV,24,"Apr 8, 2018 to Sep 23, 2018",Spring 2018,"TV Tokyo, Nihon Ad Systems, Kodansha, AT-X, GAGA, Techno Sound, NADA Holdings, Aeon Entertainment",Unknown,"Madhouse, DLE",Novel,12 min. per ep.,G - All Ages,5600.0,5169,Kitaro Kosaka,
37446,Hyakuren no Haou to Seiyaku no Valkyria,5.75,"Fantasy, Harem",The Master of Ragnarok & Blesser of Einherjar,百錬の覇王と聖約の戦乙女〈ヴァルキュリア〉,TV,12,"Jul 8, 2018 to Sep 23, 2018",Summer 2018,"Sotsu, Crunchyroll SC Anime Fund",Funimation,EMT Squared,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,9004.0,127112,Kōsuke Kobayashi,Daiki MeguroTakaya IbiraMakoto KuwabaraHideyuki SaidaKenji GotouMasaaki Yokota
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.38,"Comedy, Supernatural, Drama, Romance, School",Rascal Does Not Dream of Bunny Girl Senpai,青春ブタ野郎はバニーガール先輩の夢を見ない,TV,13,"Oct 4, 2018 to Dec 27, 2018",Fall 2018,"Aniplex, Tokyo MX, Hakuhodo DY Music & Pictures, Nagoya Broadcasting Network, BS11, ABC Animation, Kadokawa",Aniplex of America,CloverWorks,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,166.0,940033,Sōichi Masui,Ayako YokoyamaYūichirō Kurokawa
37451,Boogiepop wa Warawanai (2019),7.1,"Psychological, Mystery, Horror",Boogiepop and Others,ブギーポップは笑わない,TV,18,"Jan 4, 2019 to Mar 29, 2019",Winter 2019,"AT-X, Kadokawa Media House, Kadokawa",Funimation,Madhouse,Light novel,23 min. per ep.,R - 17+ (violence & profanity),3187.0,167010,Ryu Kaneda,Kazuo KatoTsuguo HattoriYasumasa SoneYoumi Miyano
37458,Kyoto Teramachi Sanjou no Holmes,6.75,"Drama, Mystery, Romance, Slice of Life",Holmes of Kyoto,京都寺町三条のホームズ,TV,12,"Jul 10, 2018 to Sep 25, 2018",Summer 2018,Unknown,Unknown,Seven,Novel,23 min. per ep.,PG-13 - Teens 13 or older,4693.0,44749,Tokihiro Sasaki,"
List
Yutaka KashiwagiAyaka SugiuraSau Chiba[a]Tetsuya AoyamaNaoto NagataKōhei YamadaYūichi NakanoRyūichirō KawasakiToshimitsu SaegusaHideaki SuzukiGō MoritaTaiga ItōNaoki IshiharaKōji AkioKōji Hatazawa (#6–12)Kenji Tsujimura (#7–12)
"
37475,Kishuku Gakkou no Juliet,7.47,"Action, Comedy, Romance, School, Shounen",Boarding School Juliet,寄宿学校のジュリエット,TV,12,"Oct 6, 2018 to Dec 22, 2018",Fall 2018,NBCUniversal Entertainment Japan,Unknown,LIDENFILMS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1687.0,216734,Seiki Takuno,Ayano IidaManami IshidaToshihiro SuzukiHiroyuki AoiGouta AijimaTetsuro Satomi
37487,Muhyo to Rouji no Mahouritsu Soudan Jimusho,6.7,"Action, Mystery, Comedy, Supernatural, Drama, Shounen",Muhyo & Roji's Bureau of Supernatural Investigation,ムヒョとロージーの魔法律相談事務所,TV,12,"Aug 3, 2018 to Oct 19, 2018",Summer 2018,"Sony Pictures Entertainment, Lantis, Animax, Shueisha, JY Animation, Bandai Namco Arts, SKY PerfecTV!",Funimation,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4922.0,40319,Nobuhiro Kondo,
37496,Double Decker! Doug & Kirill,6.87,"Action, Sci-Fi, Comedy, Police",Double Decker! Doug & Kirill,DOUBLE DECKER! ダグ＆キリル,TV,13,"Sep 30, 2018 to Dec 23, 2018",Fall 2018,Lantis,Funimation,Sunrise,Original,24 min. per ep.,R - 17+ (violence & profanity),4160.0,30830,Jōji FurutaRyō Andō[a],Kazuhiko Tamura
37555,Hangyakusei Million Arthur,6.09,"Action, Adventure, Fantasy, Magic",Operation Han-Gyaku-Sei Million Arthur,叛逆性ミリオンアーサー,TV,10,"Oct 25, 2018 to Dec 27, 2018",Fall 2018,"Square Enix, Sotsu, Genco, Lantis, Magic Capsule, Fields, bilibili, Bandai Namco Arts, Happinet",Unknown,J.C.Staff,Game,24 min. per ep.,PG-13 - Teens 13 or older,7857.0,25596,Yōhei Suzuki,
37561,Akanesasu Shoujo,6.47,"Action, School, Sci-Fi",The Girl in Twilight,あかねさす少女,TV,12,"Oct 1, 2018 to Dec 17, 2018",Fall 2018,"Yomiuri Telecasting, Animax, Pony Canyon, Asmik Ace, Studio Mausu, Exit Tunes, Kadokawa, Studio Shamrock, Gamegate","Sentai Filmworks, Ponycan USA",DandeLion Animation Studio,Original,23 min. per ep.,PG-13 - Teens 13 or older,6031.0,29611,Jin TamamuraYūichi Abe,
37569,Sirius,7.04,"Action, Historical, Supernatural, Vampire",Sirius the Jaeger,天狼〈シリウス〉 Sirius the Jaeger,TV,12,"Jul 12, 2018 to Sep 27, 2018",Summer 2018,"Sotsu, Warner Bros. Japan, Infinite",Netflix,P.A. Works,Original,23 min. per ep.,R - 17+ (violence & profanity),3504.0,167994,Masahiro Andō,Tomoyuki ŌwadaHirotaka KanekoSōji MiyagiMasaru SetoRyōichi IshibashiShōta WataseYūichirō Shiji
37576,Majutsushi Orphen Hagure Tabi,5.78,"Action, Adventure, Drama, Magic, Martial Arts, Fantasy",Sorcerous Stabber Orphen,魔術士オーフェンはぐれ旅,TV,13,"Jan 7, 2020 to Mar 31, 2020",Winter 2020,"WOWOW, Genco, Lantis, MediaNet, Marvel Entertainment, BS Fuji, Nippon Television Network, Forecast Communications, Yomiuri TV Enterprise, Marui Group, Bandai Namco Arts, TO Books",Funimation,Studio Deen,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,8922.0,48815,Takayuki Hamana,Tetsuo GenshōMichihisa AbeYūji Matsukura
37589,Ano Hi no Kanojo-tachi,6.66,Slice of Life,The Diary of Our Days,あの日の彼女たち,ONA,8,"Mar 24, 2018 to Nov 12, 2018",Unknown,Half H.P Studio,Unknown,CloverWorks,Original,1 min. per ep.,G - All Ages,5073.0,4099,Takao Abo,Yasushi Akimoto (General producer)
37682,Wakaokami wa Shougakusei! Movie,7.55,"Comedy, Slice of Life, Supernatural",Okko's Inn,映画 若おかみは小学生！,Movie,1,"Sep 21, 2018",Unknown,"TV Tokyo, Nihon Ad Systems, Kodansha, AT-X, GAGA, NADA Holdings, Aeon Entertainment",GKIDS,"Madhouse, DLE",Novel,1 hr. 34 min.,G - All Ages,1438.0,10399,Kitaro Kosaka,
37735,Aru Zombie Shoujo no Sainan (ONA),5.38,"Action, Horror, Supernatural, Thriller",Calamity of the Zombie Girl,あるゾンビ少女の災難,ONA,1,"Jul 4, 2018",Unknown,Unknown,Unknown,"Gonzo, Stingray",Novel,1 hr. 19 min.,R+ - Mild Nudity,9955.0,10684,Hideaki Iwami,Katsuya Iwamoto
37779,Yakusoku no Neverland,8.65,"Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen",The Promised Neverland,約束のネバーランド,TV,12,"Jan 10, 2019 to Mar 29, 2019",Winter 2019,"Aniplex, Dentsu, A-1 Pictures, Fuji TV, Shueisha, CA-Cygames Anime Fund",Aniplex of America,CloverWorks,Manga,22 min. per ep.,R - 17+ (violence & profanity),55.0,1133952,Mamoru Kanbe,
37786,Yagate Kimi ni Naru,7.93,"Romance, School, Shoujo Ai",Bloom Into You,やがて君になる,TV,13,"Oct 5, 2018 to Dec 28, 2018",Fall 2018,"AT-X, Sony Music Communications, Docomo Anime Store, Kadokawa Media House, Kadokawa",Sentai Filmworks,TROYCA,Manga,24 min. per ep.,PG-13 - Teens 13 or older,646.0,193457,Makoto Katō,Shinpei YamashitaTatsuya KusunokiNoritomo IsogaiKaori KimuraMitsuhiro OgataDaisuke Iwasaki
37890,Oshi ga Budoukan Ittekuretara Shinu,7.45,"Comedy, Music, Seinen, Shoujo Ai, Slice of Life","If My Favorite Pop Idol Made It to the Budokan, I Would Die",推しが武道館いってくれたら死ぬ,TV,12,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,"Pony Canyon, TBS, Movic, Tokuma Shoten",Funimation,8bit,Manga,24 min. per ep.,Unknown,1726.0,28277,Kentarō ŌtaniHitomi KitagawaAkihiko Takaishi,
37926,Nakanohito Genome [Jikkyouchuu],6.87,"Game, Comedy, Drama",The Ones Within,ナカノヒトゲノム【実況中】,TV,12,"Jul 7, 2019 to Sep 22, 2019",Summer 2019,"Lantis, AT-X, Docomo Anime Store, Kadokawa Media House, Kadokawa, Muse Communication, Bandai Namco Arts, Bit Promotion",Funimation,SILVER LINK.,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,4176.0,84933,Shin Oonuma,Mitsuhiro OgataTerushige YoshieYutaka KashiwagiYukiko KatouDaisuke IwasakiJunichirou TamuraChen YiyiNorio FukuiShuuzou KasaharaTsuyoshi KatouYang Guoxiang
37965,Kaze ga Tsuyoku Fuiteiru,8.45,"Comedy, Sports, Drama",Run with the Wind,風が強く吹いている,TV,23,"Oct 3, 2018 to Mar 27, 2019",Fall 2018,"Movic, Nippon Television Network, TOHO animation, Toy's Factory, Cygames, Yomiuri Shimbun",Sentai Filmworks,Production I.G,Novel,23 min. per ep.,PG-13 - Teens 13 or older,122.0,196221,Kazuya Nomura,
37970,Yakusoku no Nanaya Matsuri,6.78,"Drama, Samurai, Sci-Fi",Starlight Promises,約束の七夜祭り,ONA,1,"Aug 3, 2018",Unknown,XFLAG,Unknown,Yokohama Animation Lab,Original,1 hr. 2 min.,PG-13 - Teens 13 or older,4556.0,5700,Kazuya Murata,Jonathan Kazushi Maeno
37972,Hoshiai no Sora,7.53,"Slice of Life, Sports, Drama, School",Stars Align,星合の空,TV,12,"Oct 11, 2019 to Dec 27, 2019",Fall 2019,"TBS, Movic, Magic Capsule, flying DOG",Funimation,8bit,Original,24 min. per ep.,PG-13 - Teens 13 or older,1482.0,106397,Kazuki AkaneYuuichi Takahashi[a],Shousei Itou (Flying Dog)Motoki Mukaichi (Shoukichu)Tomomi Kyoutani (TBS)Yoshinori Hasegawa (Movic)Tooru Awaji
37973,Märchen Mädchen Specials,6.01,"Magic, Fantasy, School",Maerchen Maedchen,メルヘン・メドヘン,Special,2,"Apr 25, 2019",Unknown,Unknown,Unknown,Hoods Entertainment,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,8194.0,5058,Hisashi Saitō (Chief)Shigeru UedaTakuo Kimura (#11–12),Kentarō HattoriTerushige YoshieShinya ShinozakiAtsushi AitaniNoritomo IsogaiToshiyasu HayashiJun Morita
37976,Zombieland Saga,7.52,"Comedy, Music, Supernatural",Zombie Land Saga,ゾンビランドサガ,TV,12,"Oct 4, 2018 to Dec 20, 2018",Fall 2018,"Avex Pictures, Cygames, dugout",Funimation,MAPPA,Original,23 min. per ep.,R - 17+ (violence & profanity),1510.0,317337,Munehisa Sakai,
37979,Mahou Shoujo Tokushusen Asuka,6.34,"Action, Drama, Magic, Military, Seinen",Magical Girl Spec-Ops Asuka,魔法少女特殊戦あすか,TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,Unknown,Funimation,LIDENFILMS,Manga,24 min. per ep.,R - 17+ (violence & profanity),6676.0,62636,Hideyo Yamamoto,Noritomo IsogaiHiroshi KameiShouta KomatsuShintarou YoshitakeAtsushi Tsunoda
37982,Domestic na Kanojo,6.77,"Drama, Romance, School, Shounen",Domestic Girlfriend,ドメスティックな彼女,TV,12,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,"Mainichi Broadcasting System, Kodansha, flying DOG, DMM pictures, Bit Promotion",Sentai Filmworks,Diomedéa,Manga,25 min. per ep.,R+ - Mild Nudity,4581.0,400598,Shōta Ihata,Toshihiro MaedaYouhei ItouHiroyuki AoiMakoto NishibeAiri Sawada
37984,"Kumo Desu ga, Nani ka?",6.94,"Adventure, Comedy, Fantasy","So I'm a Spider, So What?",蜘蛛ですが、なにか？,TV,24,"Jan 8, 2021 to ?",Winter 2021,Kadokawa,Unknown,Millepensee,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3852.0,132114,Shin Itagaki,Jōtarō Ishigami
38062,Endro~!,6.94,"Fantasy, Magic, Slice of Life",ENDRO!,えんどろ～！,TV,12,"Jan 13, 2019 to Mar 31, 2019",Winter 2019,Egg Firm,Funimation,Studio Gokumi,Original,23 min. per ep.,PG-13 - Teens 13 or older,3842.0,55889,Kaori,Egg Firm
38083,Ken En Ken: Aoki Kagayaki,6.06,"Action, Adventure, Demons, Magic, Martial Arts, Fantasy",Xuan Yuan Sword Luminary,軒轅剣・蒼き曜,TV,13,"Oct 2, 2018 to Dec 25, 2018",Fall 2018,"TV Tokyo, Ai Addiction",Unknown,Studio Deen,Game,24 min. per ep.,PG-13 - Teens 13 or older,7983.0,13576,Hiroshi Watanabe,Mirai YamauchiXu Xiaolong
38091,Hachigatsu no Cinderella Nine (TV),6.08,"School, Sports",Cinderella Nine,八月のシンデレラナイン (TV),TV,12,"Apr 8, 2019 to Jul 8, 2019",Spring 2019,"TV Tokyo, Victor Entertainment, AT-X",Sentai Filmworks,TMS Entertainment,Game,23 min. per ep.,PG-13 - Teens 13 or older,7895.0,20621,Susumu Kudo,
38100,Holiday Love: Fuufukan Renai,Unknown,"Drama, Romance",Holiday Love,ホリデイラブ 〜夫婦間恋愛〜,ONA,20,"Aug 3, 2018",Unknown,Anime Beans,Unknown,Unknown,Manga,Unknown,Unknown,14460.0,981,Ayato Matsuda,
38101,5-toubun no Hanayome,7.59,"Harem, Comedy, Romance, School, Shounen",The Quintessential Quintuplets,五等分の花嫁,TV,12,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,Unknown,Funimation,Tezuka Productions,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1290.0,442930,Yukihiro Miyamoto,Gōta AijimaMakoto FurukawaJunichirō TanakaYūichi IzumiTakaaki NakanomeMitsutoshi OguraTomoyuki OowadaTomoki UedaKento Yoshida
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",7.76,"Slice of Life, Comedy",My Roommate is a Cat,同居人はひざ、時々、頭のうえ。,TV,12,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,"AT-X, NBCUniversal Entertainment Japan, Tokyo MX, Avex Pictures, Q-Tec, BS11, ABC Animation, GYAO!, BookLive",Funimation,Zero-G,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,892.0,128888,Kaoru Suzuki,
38201,Osomatsu-san Movie,7.85,"Comedy, Parody",Mr. Osomatsu the Movie,えいがのおそ松さん,Movie,1,"Mar 15, 2019",Unknown,Shochiku,Unknown,Studio Pierrot,Manga,1 hr. 48 min.,R - 17+ (violence & profanity),731.0,9574,Yoshinori Odaka,Daiki Sugawara
38226,Choukadou Girl ⅙,6.0,"Comedy, Romance, Seinen",Amazing Stranger,超可動ガール1/6,TV,12,"Apr 6, 2019 to Jun 22, 2019",Spring 2019,"AT-X, Seven, Futabasha, A-Craft, AQUA ARIS",Unknown,Studio A-CAT,Manga,12 min. per ep.,PG-13 - Teens 13 or older,8221.0,13341,Keitaro Motonaga,
38276,Houkago Saikoro Club,6.72,"Game, Comedy, School, Shounen",After School Dice Club,放課後さいころ倶楽部,TV,12,"Oct 3, 2019 to Dec 19, 2019",Fall 2019,"Genco, MediaNet, Nippon Columbia, Ai Addiction, Shogakukan, ABC Animation, Happinet, HOBBY BASE Yellow Submarine",Funimation,LIDENFILMS,Manga,23 min. per ep.,PG-13 - Teens 13 or older,4799.0,34830,Kenichi Imaizumi,
38295,Joshikausei,5.76,"Comedy, School, Slice of Life",Joshi Kausei,女子かう生,TV,12,"Apr 6, 2019 to Jun 22, 2019",Spring 2019,Unknown,Unknown,Seven,Web manga,3 min. per ep.,PG-13 - Teens 13 or older,8971.0,42922,Tokihiro Sasaki,
38297,"Maou-sama, Retry!",6.51,"Action, Adventure, Fantasy","Demon Lord, Retry!",魔王様、リトライ！,TV,12,"Jul 4, 2019 to Sep 19, 2019",Summer 2019,Unknown,Funimation,EKACHI EPILKA,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5851.0,145983,Hiroshi Kimura,
38301,Kouya no Kotobuki Hikoutai,6.86,"Action, Military, Adventure",The Magnificent Kotobuki,荒野のコトブキ飛行隊,TV,12,"Jan 13, 2019 to Mar 31, 2019",Winter 2019,"Digital Frontier, Bandai Namco Arts",Sentai Filmworks,"WAO World, GEMBA",Original,24 min. per ep.,PG-13 - Teens 13 or older,4196.0,26802,Tsutomu Mizushima,Shōhei ItōKensuke ŌtaniRyōya ArisawaYasuhiro Ebinuma
38333,Gochuumon wa Usagi Desu ka??: Sing for You,7.74,"Comedy, Slice of Life",Is the Order a Rabbit?? OVA,ご注文はうさぎですか?? ~Sing For You~,OVA,1,"Sep 26, 2019",Unknown,Unknown,Unknown,production doA,4-koma manga,25 min.,PG-13 - Teens 13 or older,934.0,15720,Hiroyuki Hashimoto,Hiroyuki KobayashiMitsutoshi OguraGaku Iwasa (Season 1)
38337,Gochuumon wa Usagi Desu ka? Bloom,7.98,"Slice of Life, Comedy",Is the Order a Rabbit? Bloom,ご注文はうさぎですか? BLOOM,TV,12,"Oct 10, 2020 to Dec 26, 2020",Fall 2020,Unknown,Sentai Filmworks,Encourage Films,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,558.0,34740,Hiroyuki Hashimoto,Hiroyuki KobayashiMitsutoshi OguraGaku Iwasa (Season 1)
38386,Koukyousei Million Arthur,5.51,"Game, Music, Fantasy",Kou-Kyou-Sei Million Arthur,交響性ミリオンアーサー,ONA,1,"Sep 25, 2018",Unknown,Unknown,Unknown,Unknown,Game,1 min.,G - All Ages,9673.0,1000,Mankyū,Hiroaki Iwano
38390,Chuubyou Gekihatsu Boy,6.78,"Comedy, School",Outburst Dreamer Boys,厨病激発ボーイ,TV,11,"Oct 4, 2019 to Dec 13, 2019",Fall 2019,"Lantis, Bandai Namco Live Creative, Ai Addiction, Kadokawa Media House, NTT Plala, Kadokawa, Bandai Namco Arts",Sentai Filmworks,Studio Deen,Novel,23 min. per ep.,PG-13 - Teens 13 or older,4516.0,33859,Kazuya Ichikawa,
38395,Otona no Bouguya-san,5.64,"Comedy, Ecchi, Fantasy",Armor Shop for Ladies & Gentlemen,おとなの防具屋さん,ONA,12,"Oct 9, 2018 to Dec 25, 2018",Unknown,"Typhoon Graphics, S-TAR7, COMICSMART",Unknown,IMAGICA Lab.,4-koma manga,4 min. per ep.,PG-13 - Teens 13 or older,9310.0,27097,Jun'ichi Yamamoto,
38474,Yuru Camp△ Season 2,8.61,"Slice of Life, Comedy",Laid-Back Camp,ゆるキャン△ SEASON2,TV,13,"Jan 7, 2021 to ?",Winter 2021,"Half H.P Studio, MAGES., DeNA",Unknown,C-Station,Manga,23 min. per ep.,PG-13 - Teens 13 or older,65.0,101971,Yoshiaki Kyōgoku (S1–S2)Shin Tosaka (S3),
38476,Heya Camp△,7.19,"Slice of Life, Comedy",Room Camp,へやキャン△,TV,12,"Jan 6, 2020 to Mar 23, 2020",Winter 2020,"Sotsu, AT-X, KlockWorx, Houbunsha, MAGES., BS11, DeNA, FuRyu",Unknown,C-Station,Manga,3 min. per ep.,PG-13 - Teens 13 or older,2824.0,65066,Masato Jinbo,Hideo MomotaHiroyuki KobayashiSatoru ShimosatoShōichi HottaShota WataseShunsuke MatsumuraSôji MiyagiTomoyuki Ohwada
38480,Toaru Kagaku no Accelerator,7.18,"Super Power, Supernatural, Fantasy, School",A Certain Scientific Accelerator,とある科学の一方通行〈アクセラレータ〉,TV,12,"Jul 12, 2019 to Sep 27, 2019",Summer 2019,"Square Enix, Movic, AT-X, Warner Bros. Japan, NBCUniversal Entertainment Japan, Kadokawa",Funimation,"J.C.Staff, A.C.G.T.",Manga,23 min. per ep.,R - 17+ (violence & profanity),2871.0,151964,Nobuharu Kamanaka,"
Kazuma Miki
Kenji Tsuji
Yūichirō Shiji
Kentarō Hattori
Takehiro Nakakura
Michihisa Abe
Kozue Kananiwa
Noritomo Isogai
"
